Symbol,Name,Currency,Stock Exchange Long,Stock Exchange Short,Timezone Name
GNL-A,Global Net Lease Inc Preferred Shares Series A,USD,New York Stock Exchange,NYSE,America/New_York
GNMA,ISHARES TR/GNMA BD ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GNMK,"GenMark Diagnostics, Inc",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GNMX,Aevi Genomic Medicine Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GNPX,Genprex Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GNRC,Generac Holdings Inc.,USD,New York Stock Exchange,NYSE,America/New_York
GNRX,VANECK VECTORS/GENERIC DRUGS ETF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GNT-A,GAMCO NAT RESOU/5.20% RED PFD SH S,USD,New York Stock Exchange,NYSE,America/New_York
GNTX,Gentex Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GNTY,"Guaranty Bancshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GNUS,Genius Brands International Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GNW,Genworth Financial Inc,USD,New York Stock Exchange,NYSE,America/New_York
GOGL,Golden Ocean Group Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GOGO,Gogo Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GOL,Gol Linhas Aereas Inteligentes SA,USD,New York Stock Exchange,NYSE,America/New_York
GOLD,Barrick Gold Corp,USD,New York Stock Exchange,NYSE,America/New_York
GOLF,Acushnet Holdings Corp,USD,New York Stock Exchange,NYSE,America/New_York
GOOD,Gladstone Commercial Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GOODM,GLADSTONE COML/RED PFD SH S D,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GOODO,GLADSTONE CMRCL 7.50% CUM SRS B PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GOODP,GLADSTONE CM 7.75% CUM CNV SRS A PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GOOG,Alphabet Inc Class C,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GOOGL,Alphabet Inc Class A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GOOS,Canada Goose Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
GPAQ,GORDON POINTE A/SH CL B,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GPC,Genuine Parts Company,USD,New York Stock Exchange,NYSE,America/New_York
GPI,"Group 1 Automotive, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
GPIC,Gaming Partners International Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GPJA,GEORGIA PWR 5 JUR SRS 2017A NTS,USD,New York Stock Exchange,NYSE,America/New_York
GPK,Graphic Packaging Holding Company,USD,New York Stock Exchange,NYSE,America/New_York
GPMT,Granite Point Mortgage Trust Inc,USD,New York Stock Exchange,NYSE,America/New_York
GPN,Global Payments Inc,USD,New York Stock Exchange,NYSE,America/New_York
GPOR,Gulfport Energy Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GPP,Green Plains Partners LP,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GPRE,Green Plains Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GPRK,GeoPark Ltd,USD,New York Stock Exchange,NYSE,America/New_York
GPRO,GoPro Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GPS,Gap Inc,USD,New York Stock Exchange,NYSE,America/New_York
GPX,GP Strategies Corp,USD,New York Stock Exchange,NYSE,America/New_York
GRA,W. R. Grace & Co,USD,New York Stock Exchange,NYSE,America/New_York
GRAF,GRAF INDL CORP/SH,USD,New York Stock Exchange,NYSE,America/New_York
GRAM,Grana y Montero SAA,USD,New York Stock Exchange,NYSE,America/New_York
GRBK,Green Brick Partners Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GRC,Gorman-Rupp Co,USD,New York Stock Exchange,NYSE,America/New_York
GRFS,GRIFOLS S A/S ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GRID,1ST TR EXCHANGE/NASDAQ CLEAN EDGE S,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GRIF,Griffin Industrial Realty Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GRIN,Grindrod Shipping Holdings Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GRMN,Garmin Ltd.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GRNQ,Greenpro Capital Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GROW,"U.S. Global Investors, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GRPN,Groupon Inc Common Stock,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GRSH,GORES HOLDINGS /SH CL A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GRTS,Gritstone Oncology Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GRUB,GrubHub Inc,USD,New York Stock Exchange,NYSE,America/New_York
GRVY,"Gravity Co., LTD.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GRX-A,Gabelli Healthcare & WellnessRx Trust Preferred Stock,USD,New York Stock Exchange,NYSE,America/New_York
GRX-B,GABELLI HEALTHC/PFD SER B 5.875%,USD,New York Stock Exchange,NYSE,America/New_York
GS,Goldman Sachs Group Inc,USD,New York Stock Exchange,NYSE,America/New_York
GS-A,GOLDMAN SACHS DS RPT 1/1000 SR A PRF,USD,New York Stock Exchange,NYSE,America/New_York
GS-B,GS DS RPT 1/1000 OF 6.2 SR B PRF,USD,New York Stock Exchange,NYSE,America/New_York
GS-C,GLDMN SCH DS RP 1/1000 SRS C CM PRF,USD,New York Stock Exchange,NYSE,America/New_York
GS-D,GOLDMAN SACHS DS RPT 1/1000 SR D PRF,USD,New York Stock Exchange,NYSE,America/New_York
GS-J,GOLDMAN SACH DS REP 1/1000 SRS J PRF,USD,New York Stock Exchange,NYSE,America/New_York
GS-K,GOLDMAN SACHS G/SH SH,USD,New York Stock Exchange,NYSE,America/New_York
GS-N,GS DS REP INT SRS N NON CUM PRF,USD,New York Stock Exchange,NYSE,America/New_York
GSAH,GS ACQUISITION /SH CL A,USD,New York Stock Exchange,NYSE,America/New_York
GSBC,"Great Southern Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GSBD,Goldman Sachs BDC Inc,USD,New York Stock Exchange,NYSE,America/New_York
GSH,Guangshen Railway Co. Ltd ADR Class H,USD,New York Stock Exchange,NYSE,America/New_York
GSHD,Goosehead Insurance Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GSIT,"GSI Technology, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GSK,GlaxoSmithKline plc,USD,New York Stock Exchange,NYSE,America/New_York
GSKY,GreenSky Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GSL,Global Ship Lease Inc,USD,New York Stock Exchange,NYSE,America/New_York
GSL-B,GLBL SHP LS DS REP 8.75 SRS B PRF,USD,New York Stock Exchange,NYSE,America/New_York
GSM,Ferroglobe PLC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GSUM,Gridsum Holding Inc - ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GSVC,NeXt Innovation Corp common stock,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GT,Goodyear Tire & Rubber Co,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GTES,Gates Industrial Corp PLC,USD,New York Stock Exchange,NYSE,America/New_York
GTHX,G1 Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GTIM,Good Times Restaurants Inc.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GTLS,"Chart Industries, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GTN,"Gray Television, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
GTN.A,"Gray Television, Inc. Class A",USD,New York Stock Exchange,NYSE,America/New_York
GTS,Triple-S Management Corp.,USD,New York Stock Exchange,NYSE,America/New_York
GTT,GTT Communications Inc,USD,New York Stock Exchange,NYSE,America/New_York
GTX,Garrett Motion Inc,USD,New York Stock Exchange,NYSE,America/New_York
GTXI,"GTx, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GTY,Getty Realty Corp.,USD,New York Stock Exchange,NYSE,America/New_York
GTYH,GTY Technology Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GULF,WISDOMTREE TR/MIDDLE EAST DIV FD,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GURE,"Gulf Resources, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GUT-A,GABELLI UTLTY 5.625 SRS A CUM PRF,USD,New York Stock Exchange,NYSE,America/New_York
GUT-C,GABELLI UTILITY 5.375 CUM SRS C PRF,USD,New York Stock Exchange,NYSE,America/New_York
GVA,Granite Construction Inc.,USD,New York Stock Exchange,NYSE,America/New_York
GVP,"GSE Systems, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GWB,Great Western Bancorp Inc,USD,New York Stock Exchange,NYSE,America/New_York
GWGH,GWG Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GWPH,GW Pharmaceuticals PLC- ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GWR,Genesee & Wyoming Inc,USD,New York Stock Exchange,NYSE,America/New_York
GWRE,Guidewire Software Inc,USD,New York Stock Exchange,NYSE,America/New_York
GWRS,Global Water Resources Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GWW,W W Grainger Inc,USD,New York Stock Exchange,NYSE,America/New_York
GYB,CABCO FLO RA CALL SR 2004-101 CERT,USD,New York Stock Exchange,NYSE,America/New_York
GYC,CABCO SR 2004-102 SBC CERT,USD,New York Stock Exchange,NYSE,America/New_York
GYRO,Gyrodyne LLC,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
GZT,Gazit Globe Ltd,USD,New York Stock Exchange,NYSE,America/New_York
H,Hyatt Hotels Corporation,USD,New York Stock Exchange,NYSE,America/New_York
HA,"Hawaiian Holdings, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HABT,Habit Restaurants Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HAE,Haemonetics Corporation,USD,New York Stock Exchange,NYSE,America/New_York
HAFC,Hanmi Financial Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HAIN,Hain Celestial Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HAIR,Restoration Robotics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HAL,Halliburton Company,USD,New York Stock Exchange,NYSE,America/New_York
HALL,"Hallmark Financial Services, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HALO,"Halozyme Therapeutics, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HAS,"Hasbro, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HASI,Hannon Armstrong Sustnbl Infrstr Cap Inc,USD,New York Stock Exchange,NYSE,America/New_York
HAYN,"Haynes International, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HBAN,Huntington Bancshares Incorporated,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HBANN,HUNTINGTON BANC/DEPOSITARY SH S C,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HBANO,HNTGTN DS REP SRS D NON CUM PERP PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HBB,Hamilton Beach Brands Holding Co,USD,New York Stock Exchange,NYSE,America/New_York
HBCP,"Home Bancorp, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HBI,Hanesbrands Inc.,USD,New York Stock Exchange,NYSE,America/New_York
HBIO,"Harvard Bioscience, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HBK,Hamilton Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HBM,Hudbay Minerals Inc,USD,New York Stock Exchange,NYSE,America/New_York
HBMD,Howard Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HBNC,Horizon Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HBP,Huttig Building Products Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HCA,HCA Healthcare Inc,USD,New York Stock Exchange,NYSE,America/New_York
HCAP,Harvest Capital Credit Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HCC,Warrior Met Coal Inc,USD,New York Stock Exchange,NYSE,America/New_York
HCCH,HL ACQUISITIONS/SH SH,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HCCI,"Heritage-Crystal Clean, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HCFT,Hunt Companies Finance Trust Inc,USD,New York Stock Exchange,NYSE,America/New_York
HCHC,HC2 Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
HCI,HCI Group Inc,USD,New York Stock Exchange,NYSE,America/New_York
HCKT,"The Hackett Group, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HCLP,Hi-Crush Partners LP,USD,New York Stock Exchange,NYSE,America/New_York
HCM,HUTCHISON CHINA/S ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HCP,"HCP, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
HCSG,"Healthcare Services Group, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HCXY,HERCULES CAPITAL 6 25 NTS,USD,New York Stock Exchange,NYSE,America/New_York
HCXZ,HERCULES CAPITAL 5.25 NTS,USD,New York Stock Exchange,NYSE,America/New_York
HD,Home Depot Inc,USD,New York Stock Exchange,NYSE,America/New_York
HDB,HDFC Bank Limited,USD,New York Stock Exchange,NYSE,America/New_York
HDS,HD Supply Holdings Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HDSN,"Hudson Technologies, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HE,"Hawaiian Electric Industries, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
HE-U,HECO CAP 6.50 PER SRS 2004 QUIPS,USD,New York Stock Exchange,NYSE,America/New_York
HEAR,Turtle Beach Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HEBT,Hebron Technology Co Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HEES,"H&E Equipment Services, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HEI,Heico Corp,USD,New York Stock Exchange,NYSE,America/New_York
HEI.A,Heico Corp Class A,USD,New York Stock Exchange,NYSE,America/New_York
HELE,Helen of Troy Limited,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HEP,"Holly Energy Partners, L.P.",USD,New York Stock Exchange,NYSE,America/New_York
HES,Hess Corp.,USD,New York Stock Exchange,NYSE,America/New_York
HESM,Hess Midstream Partners LP,USD,New York Stock Exchange,NYSE,America/New_York
HEWG,ISHARES TR/ISHARES CY HEDGED MSCI G,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HF,"HFF, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
HFBC,"HopFed Bancorp, Inc",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HFBL,"Home Federal Bancorp, Inc. of Louisiana Common Stock",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HFC,HollyFrontier Corp,USD,New York Stock Exchange,NYSE,America/New_York
HFFG,Hf Foods Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HFWA,Heritage Financial Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HGH,HARTFORD FIN 7.875% JUN SUB DEBENT,USD,New York Stock Exchange,NYSE,America/New_York
HGSH,"CAHS 	China HGS Real Estate, Inc. Common Stock",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HGV,Hilton Grand Vacations Inc,USD,New York Stock Exchange,NYSE,America/New_York
HHC,Howard Hughes Corp,USD,New York Stock Exchange,NYSE,America/New_York
HHS,Harte Hanks Inc,USD,New York Stock Exchange,NYSE,America/New_York
HI,"Hillenbrand, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
HIBB,"Hibbett Sports, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HIFR,InfraREIT Inc,USD,New York Stock Exchange,NYSE,America/New_York
HIFS,Hingham Institution for Savings,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HIG,Hartford Financial Services Group Inc,USD,New York Stock Exchange,NYSE,America/New_York
HIG-G,HARTFRD FNCL DS REP 1/1000 SRS G PRF,USD,New York Stock Exchange,NYSE,America/New_York
HIHO,Highway Holdings Limited,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HII,Huntington Ingalls Industries Inc,USD,New York Stock Exchange,NYSE,America/New_York
HIIQ,Health Insurance Innovations Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HIL,Hill International Inc,USD,New York Stock Exchange,NYSE,America/New_York
HIMX,"Himax Technologies, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HIVE,Aerohive Networks Inc,USD,New York Stock Exchange,NYSE,America/New_York
HIW,Highwoods Properties Inc,USD,New York Stock Exchange,NYSE,America/New_York
HJLI,Hancock Jaffe Laboratories Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HJV,MS SATURNS DEBENT SRS 2007 7% A UNT,USD,New York Stock Exchange,NYSE,America/New_York
HK,Halcon Resources Corp,USD,New York Stock Exchange,NYSE,America/New_York
HL,Hecla Mining Company,USD,New York Stock Exchange,NYSE,America/New_York
HL-B,Hecla Mining Company Conv. Pref. Shrs Series B,USD,New York Stock Exchange,NYSE,America/New_York
HLF,Herbalife Nutrition Ltd,USD,New York Stock Exchange,NYSE,America/New_York
HLG,Hailiang Education Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HLI,Houlihan Lokey Inc,USD,New York Stock Exchange,NYSE,America/New_York
HLIT,Harmonic Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HLNE,Hamilton Lane Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HLT,Hilton Hotels Corporation Common Stock,USD,New York Stock Exchange,NYSE,America/New_York
HLX,Helix Energy Solutions Group Inc,USD,New York Stock Exchange,NYSE,America/New_York
HMC,Honda Motor Co Ltd,USD,New York Stock Exchange,NYSE,America/New_York
HMHC,Houghton Mifflin Harcourt Co,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HMI,Huami Corp,USD,New York Stock Exchange,NYSE,America/New_York
HMLP,Hoegh LNG Partners LP,USD,New York Stock Exchange,NYSE,America/New_York
HMLP-A,HOEGH LNG PARTNERS CUM SRS A PRF,USD,New York Stock Exchange,NYSE,America/New_York
HMN,Horace Mann Educators Corporation,USD,New York Stock Exchange,NYSE,America/New_York
HMNF,"HMN Financial, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HMST,HomeStreet Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HMSY,HMS Holdings Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HMTA,HomeTown Bankshares Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HMTV,Hemisphere Media Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HMY,Harmony Gold Mining Co.,USD,New York Stock Exchange,NYSE,America/New_York
HNDL,STRATEGY SHS/NASDAQ 7 HANDL IX E,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HNGR,Hanger Inc,USD,New York Stock Exchange,NYSE,America/New_York
HNI,HNI Corp,USD,New York Stock Exchange,NYSE,America/New_York
HNNA,Hennessy Advisors Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HNP,Huaneng Power International Inc,USD,New York Stock Exchange,NYSE,America/New_York
HNRG,Hallador Energy Co,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HOFT,Hooker Furniture Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HOG,Harley-Davidson Inc,USD,New York Stock Exchange,NYSE,America/New_York
HOLI,Hollysys Automation Technologies Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HOLX,"Hologic, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HOMB,Home Bancshares Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HOME,At Home Group Inc,USD,New York Stock Exchange,NYSE,America/New_York
HON,Honeywell International Inc.,USD,New York Stock Exchange,NYSE,America/New_York
HONE,HarborOne Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HOPE,Hope Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HOS,"Hornbeck Offshore Services, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
HOV,"Hovnanian Enterprises, Inc. Class A",USD,New York Stock Exchange,NYSE,America/New_York
HOVNP,HOVNAN 1000 DS REP 1 SRS A PRF,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HP,"Helmerich & Payne, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
HPE,Hewlett Packard Enterprise Co,USD,New York Stock Exchange,NYSE,America/New_York
HPJ,Highpower International Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HPP,Hudson Pacific Properties Inc,USD,New York Stock Exchange,NYSE,America/New_York
HPQ,HP Inc,USD,New York Stock Exchange,NYSE,America/New_York
HPR,HighPoint Resources Corp,USD,New York Stock Exchange,NYSE,America/New_York
HPT,Hospitality Properties Trust,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HQY,Healthequity Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HR,Healthcare Realty Trust Inc,USD,New York Stock Exchange,NYSE,America/New_York
HRB,H & R Block Inc,USD,New York Stock Exchange,NYSE,America/New_York
HRC,"Hill-Rom Holdings, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
HRI,Herc Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
HRL,Hormel Foods Corp,USD,New York Stock Exchange,NYSE,America/New_York
HRS,Harris Corporation,USD,New York Stock Exchange,NYSE,America/New_York
HRTG,Heritage Insurance Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
HRTX,Heron Therapeutics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HRZN,Horizon Technology Finance Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HSBC,HSBC Holdings plc,USD,New York Stock Exchange,NYSE,America/New_York
HSBC-A,HSBC HOLDINGS P/ADR,USD,New York Stock Exchange,NYSE,America/New_York
HSC,Harsco Corporation,USD,New York Stock Exchange,NYSE,America/New_York
HSDT,Helius Medical Technologies Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HSGX,Histogenics Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HSIC,"Henry Schein, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HSII,"Heidrick & Struggles International, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HSKA,Heska Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HSON,Hudson Global Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HST,Host Hotels and Resorts Inc,USD,New York Stock Exchange,NYSE,America/New_York
HSTM,"HealthStream, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HSY,Hershey Co,USD,New York Stock Exchange,NYSE,America/New_York
HT,Hersha Hospitality Trust,USD,New York Stock Exchange,NYSE,America/New_York
HT-C,HERSHA HOSP 6.875% SRS C CUM RED PRF,USD,New York Stock Exchange,NYSE,America/New_York
HT-D,HERSHA HSPTL 6.50 CUM REDM SRS D PRF,USD,New York Stock Exchange,NYSE,America/New_York
HT-E,HERSHA HSPTLTY 6.5 SRS E CUM RDM PRF,USD,New York Stock Exchange,NYSE,America/New_York
HTA,Healthcare Trust Of America Inc,USD,New York Stock Exchange,NYSE,America/New_York
HTBI,Hometrust Bancshares Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HTBK,Heritage Commerce Corp.,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HTBX,Heat Biologics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HTFA,HORIZON TECHNOLOGY FINANCE 6 25 NTS,USD,New York Stock Exchange,NYSE,America/New_York
HTGC,Hercules Capital Inc,USD,New York Stock Exchange,NYSE,America/New_York
HTGM,HTG Molecular Diagnostics Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HTH,Hilltop Holdings Inc.,USD,New York Stock Exchange,NYSE,America/New_York
HTHT,Huazhu Group Ltd,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HTLD,"Heartland Express, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HTLF,Heartland Financial USA Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HTZ,Hertz Global Holdings Inc,USD,New York Stock Exchange,NYSE,America/New_York
HUBB,Hubbell Incorporated,USD,New York Stock Exchange,NYSE,America/New_York
HUBG,Hub Group Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HUBS,HubSpot Inc,USD,New York Stock Exchange,NYSE,America/New_York
HUD,Hudson Ltd,USD,New York Stock Exchange,NYSE,America/New_York
HUM,Humana Inc,USD,New York Stock Exchange,NYSE,America/New_York
HUN,Huntsman Corporation,USD,New York Stock Exchange,NYSE,America/New_York
HUNT,HUNTER MARITIME/SH CL A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HURC,"Hurco Companies, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HURN,Huron Consulting Group,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HUYA,HUYA Inc - ADR,USD,New York Stock Exchange,NYSE,America/New_York
HVBC,HV Bancorp Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HVT,"Haverty Furniture Companies, Inc.",USD,New York Stock Exchange,NYSE,America/New_York
HVT.A,"Haverty Furniture Companies, Inc. Class A",USD,New York Stock Exchange,NYSE,America/New_York
HWBK,"Hawthorn Bancshares, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HWC,Hancock Whitney Corp,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HWCC,Houston Wire & Cable Company,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HWKN,"Hawkins, Inc.",USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HX,Hexindai Inc - ADR,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HXL,Hexcel Corporation,USD,New York Stock Exchange,NYSE,America/New_York
HY,Hyster-Yale Materials Handling Inc,USD,New York Stock Exchange,NYSE,America/New_York
HYAC,HAYMAKER ACQUIS/SH CL A,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HYGS,Hydrogenics Corporation,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HYLS,1ST TR EXCHANGE/1ST TR TACTICAL HIG,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HYND,WISDOMTREE TR/NEGATIVE DURATION H,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
HYRE,HyreCar Inc,USD,NASDAQ Stock Exchange,NASDAQ,America/New_York
